소비일자,소비업종,성별,연령대,소비건수
20200510,교육/학원,여성,60대,2916
20200510,미용,남성,20대,24028
20200510,미용,남성,30대,39295
20200510,미용,남성,40대,42190
20200510,미용,남성,50대,23516
20200510,미용,남성,60대,5689
20200510,미용,여성,20대,36786
20200510,미용,여성,30대,33808
20200510,미용,여성,40대,36321
20200510,미용,여성,50대,25420
20200510,미용,여성,60대,8250
20200510,백화점/상품권/아울렛,남성,20대,37733
20200510,백화점/상품권/아울렛,남성,30대,132037
20200510,백화점/상품권/아울렛,남성,40대,150394
20200510,백화점/상품권/아울렛,남성,50대,76587
20200510,백화점/상품권/아울렛,남성,60대,30607
20200510,백화점/상품권/아울렛,여성,20대,69922
20200510,백화점/상품권/아울렛,여성,30대,157964
20200510,백화점/상품권/아울렛,여성,40대,175323
20200510,백화점/상품권/아울렛,여성,50대,115391
20200510,백화점/상품권/아울렛,여성,60대,50190
20200510,스포츠/문화/레저,남성,20대,108275
20200510,스포츠/문화/레저,남성,30대,96859
20200510,스포츠/문화/레저,남성,40대,122602
20200510,스포츠/문화/레저,남성,50대,95307
20200510,스포츠/문화/레저,남성,60대,33697
20200510,스포츠/문화/레저,여성,20대,44044
20200510,스포츠/문화/레저,여성,30대,48145
20200510,스포츠/문화/레저,여성,40대,63715
20200510,스포츠/문화/레저,여성,50대,53472
20200510,스포츠/문화/레저,여성,60대,20777
20200510,여행/교통,남성,20대,29566
20200510,여행/교통,남성,30대,54750
20200510,여행/교통,남성,40대,61662
20200510,여행/교통,남성,50대,47168
20200510,여행/교통,남성,60대,18106
20200510,여행/교통,여성,20대,27028
20200510,여행/교통,여성,30대,36250
20200510,여행/교통,여성,40대,37490
20200510,여행/교통,여성,50대,32028
20200510,여행/교통,여성,60대,10091
20200510,요식/유흥,남성,20대,467451
20200510,요식/유흥,남성,30대,851027
20200510,요식/유흥,남성,40대,972684
20200510,요식/유흥,남성,50대,680512
20200510,요식/유흥,남성,60대,276215
20200510,요식/유흥,여성,20대,473920
20200510,요식/유흥,여성,30대,639217
20200510,요식/유흥,여성,40대,694070
20200510,요식/유흥,여성,50대,501136
20200510,요식/유흥,여성,60대,189067
20200510,의료,남성,20대,16549
20200510,의료,남성,30대,51591
20200510,의료,남성,40대,64668
20200510,의료,남성,50대,44591
20200510,의료,남성,60대,20316
20200510,의료,여성,20대,27265
20200510,의료,여성,30대,54084
20200510,의료,여성,40대,47209
20200510,의료,여성,50대,36133
20200510,의료,여성,60대,15744
20200510,자동차,남성,20대,11241
20200510,자동차,남성,30대,25505
20200510,자동차,남성,40대,24858
20200510,자동차,남성,50대,15444
20200510,자동차,남성,60대,6703
20200510,자동차,여성,20대,6086
20200510,자동차,여성,30대,11997
20200510,자동차,여성,40대,11402
20200510,자동차,여성,50대,9104
20200510,자동차,여성,60대,3665
20200510,주유,남성,20대,48951
20200510,주유,남성,30대,132962
20200510,주유,남성,40대,176242
20200510,주유,남성,50대,157732
20200510,주유,남성,60대,82724
20200510,주유,여성,20대,22866
20200510,주유,여성,30대,53520
20200510,주유,여성,40대,70065
20200510,주유,여성,50대,70920
20200510,주유,여성,60대,30985
20200510,패션/잡화,남성,20대,14011
20200510,패션/잡화,남성,30대,24383
20200510,패션/잡화,남성,40대,34019
20200510,패션/잡화,남성,50대,23770
20200510,패션/잡화,남성,60대,11797
20200510,패션/잡화,여성,20대,26876
20200510,패션/잡화,여성,30대,31749
20200510,패션/잡화,여성,40대,39767
20200510,패션/잡화,여성,50대,33553
20200510,패션/잡화,여성,60대,17027
20200510,편의점,남성,20대,356955
20200510,편의점,남성,30대,545517
20200510,편의점,남성,40대,496424
20200510,편의점,남성,50대,264240
20200510,편의점,남성,60대,77758
20200510,편의점,여성,20대,210079
20200510,편의점,여성,30대,232347
20200510,편의점,여성,40대,223098
20200510,편의점,여성,50대,153949
20200510,편의점,여성,60대,48908
20200510,할인점/마트,남성,20대,120469
20200510,할인점/마트,남성,30대,372307
20200510,할인점/마트,남성,40대,580850
20200510,할인점/마트,남성,50대,439007
20200510,할인점/마트,남성,60대,223879
20200510,할인점/마트,여성,20대,128055
20200510,할인점/마트,여성,30대,332510
20200510,할인점/마트,여성,40대,459464
20200510,할인점/마트,여성,50대,419092
20200510,할인점/마트,여성,60대,218572
20200511,가전/가구,남성,20대,14022
20200511,가전/가구,남성,30대,63379
20200511,가전/가구,남성,40대,78636
20200511,가전/가구,남성,50대,59675
20200511,가전/가구,남성,60대,35956
20200511,가전/가구,여성,20대,18850
20200511,가전/가구,여성,30대,69623
20200511,가전/가구,여성,40대,76302
20200511,가전/가구,여성,50대,63657
20200511,가전/가구,여성,60대,32802
20200511,가정생활/서비스,남성,20대,463
20200511,가정생활/서비스,남성,30대,2465
20200511,가정생활/서비스,남성,40대,2953
20200511,가정생활/서비스,남성,50대,1599
20200511,가정생활/서비스,남성,60대,1178
20200511,가정생활/서비스,여성,20대,852
20200511,가정생활/서비스,여성,30대,13052
20200511,가정생활/서비스,여성,40대,6130
20200511,가정생활/서비스,여성,50대,1371
20200511,가정생활/서비스,여성,60대,811
20200511,교육/학원,남성,20대,6718
20200511,교육/학원,남성,30대,21320
20200511,교육/학원,남성,40대,55251
20200511,교육/학원,남성,50대,25151
20200511,교육/학원,남성,60대,6084
20200511,교육/학원,여성,20대,11647
20200511,교육/학원,여성,30대,39138
20200511,교육/학원,여성,40대,66165
20200511,교육/학원,여성,50대,21618
20200511,교육/학원,여성,60대,5917
20200511,미용,남성,20대,17558
20200511,미용,남성,30대,27186
20200511,미용,남성,40대,31359
20200511,미용,남성,50대,23621
20200511,미용,남성,60대,7948
20200511,미용,여성,20대,36656
20200511,미용,여성,30대,35308
20200511,미용,여성,40대,38235
20200511,미용,여성,50대,33997
20200511,미용,여성,60대,14664
20200511,백화점/상품권/아울렛,남성,20대,15488
20200511,백화점/상품권/아울렛,남성,30대,43689
20200511,백화점/상품권/아울렛,남성,40대,49442
20200511,백화점/상품권/아울렛,남성,50대,33979
20200511,백화점/상품권/아울렛,남성,60대,17893
20200511,백화점/상품권/아울렛,여성,20대,33960
20200511,백화점/상품권/아울렛,여성,30대,75263
20200511,백화점/상품권/아울렛,여성,40대,85181
20200511,백화점/상품권/아울렛,여성,50대,78467
20200511,백화점/상품권/아울렛,여성,60대,41401
20200511,스포츠/문화/레저,남성,20대,62956
20200511,스포츠/문화/레저,남성,30대,56735
20200511,스포츠/문화/레저,남성,40대,64340
20200511,스포츠/문화/레저,남성,50대,57457
20200511,스포츠/문화/레저,남성,60대,30534
20200511,스포츠/문화/레저,여성,20대,30463
20200511,스포츠/문화/레저,여성,30대,28765
20200511,스포츠/문화/레저,여성,40대,45808
20200511,스포츠/문화/레저,여성,50대,53922
20200511,스포츠/문화/레저,여성,60대,24123
20200511,여행/교통,남성,20대,15849
20200511,여행/교통,남성,30대,36729
20200511,여행/교통,남성,40대,47325
20200511,여행/교통,남성,50대,42187
20200511,여행/교통,남성,60대,20097
20200511,여행/교통,여성,20대,16340
20200511,여행/교통,여성,30대,22195
20200511,여행/교통,여성,40대,25915
20200511,여행/교통,여성,50대,23079
20200511,여행/교통,여성,60대,9754
20200511,요식/유흥,남성,20대,380683
20200511,요식/유흥,남성,30대,748517
20200511,요식/유흥,남성,40대,833908
20200511,요식/유흥,남성,50대,599261
20200511,요식/유흥,남성,60대,263532
20200511,요식/유흥,여성,20대,428698
20200511,요식/유흥,여성,30대,625737
20200511,요식/유흥,여성,40대,676223
20200511,요식/유흥,여성,50대,504289
20200511,요식/유흥,여성,60대,196022
20200511,의료,남성,20대,65866
20200511,의료,남성,30대,215928
20200511,의료,남성,40대,320230
20200511,의료,남성,50대,282675
20200511,의료,남성,60대,247716
20200511,의료,여성,20대,120818
20200511,의료,여성,30대,267564
20200511,의료,여성,40대,291630
20200511,의료,여성,50대,295164
20200511,의료,여성,60대,218474
20200511,자동차,남성,20대,13841
20200511,자동차,남성,30대,38500
20200511,자동차,남성,40대,51160
20200511,자동차,남성,50대,45520
20200511,자동차,남성,60대,27103
20200511,자동차,여성,20대,7271
20200511,자동차,여성,30대,18393
20200511,자동차,여성,40대,25599
20200511,자동차,여성,50대,24262
20200511,자동차,여성,60대,10392
20200511,주유,남성,20대,38901
20200511,주유,남성,30대,123458
20200511,주유,남성,40대,196394
20200511,주유,남성,50대,190206
20200511,주유,남성,60대,112541
20200511,주유,여성,20대,19611
20200511,주유,여성,30대,51089
20200511,주유,여성,40대,76732
20200511,주유,여성,50대,79059
20200511,주유,여성,60대,38461
20200511,패션/잡화,남성,20대,8348
20200511,패션/잡화,남성,30대,15105
20200511,패션/잡화,남성,40대,19181
20200511,패션/잡화,남성,50대,16485
20200511,패션/잡화,남성,60대,11227
20200511,패션/잡화,여성,20대,17513
20200511,패션/잡화,여성,30대,23853
20200511,패션/잡화,여성,40대,31384
20200511,패션/잡화,여성,50대,33669
20200511,패션/잡화,여성,60대,22238
20200511,편의점,남성,20대,371038
20200511,편의점,남성,30대,618252
20200511,편의점,남성,40대,567527
20200511,편의점,남성,50대,297778
20200511,편의점,남성,60대,87606
20200511,편의점,여성,20대,238066
20200511,편의점,여성,30대,265438
20200511,편의점,여성,40대,244851
20200511,편의점,여성,50대,167395
20200511,편의점,여성,60대,54647
20200511,할인점/마트,남성,20대,132319
20200511,할인점/마트,남성,30대,392031
20200511,할인점/마트,남성,40대,593899
20200511,할인점/마트,남성,50대,452605
20200511,할인점/마트,남성,60대,279761
20200511,할인점/마트,여성,20대,156064
20200511,할인점/마트,여성,30대,425703
20200511,할인점/마트,여성,40대,611400
20200511,할인점/마트,여성,50대,556911
20200511,할인점/마트,여성,60대,337784
20200512,가전/가구,남성,20대,9036
20200512,가전/가구,남성,30대,26007
20200512,가전/가구,남성,40대,40150
20200512,가전/가구,남성,50대,42063
20200512,가전/가구,남성,60대,26466
20200512,가전/가구,여성,20대,9245
20200512,가전/가구,여성,30대,21055
20200512,가전/가구,여성,40대,30614
20200512,가전/가구,여성,50대,36159
20200512,가전/가구,여성,60대,21446
20200512,가정생활/서비스,남성,20대,401
20200512,가정생활/서비스,남성,30대,2685
20200512,가정생활/서비스,남성,40대,3293
20200512,가정생활/서비스,남성,50대,1605
20200512,가정생활/서비스,남성,60대,996
20200512,가정생활/서비스,여성,20대,897
20200512,가정생활/서비스,여성,30대,13667
20200512,가정생활/서비스,여성,40대,6172
20200512,가정생활/서비스,여성,50대,1551
20200512,가정생활/서비스,여성,60대,909
20200512,교육/학원,남성,20대,6453
20200512,교육/학원,남성,30대,16735
20200512,교육/학원,남성,40대,47158
20200512,교육/학원,남성,50대,23126
20200512,교육/학원,남성,60대,5762
20200512,교육/학원,여성,20대,11506
20200512,교육/학원,여성,30대,28906
20200512,교육/학원,여성,40대,57316
20200512,교육/학원,여성,50대,19263
20200512,교육/학원,여성,60대,5445
20200512,미용,남성,20대,16740
20200512,미용,남성,30대,27068
20200512,미용,남성,40대,28681
20200512,미용,남성,50대,21026
20200512,미용,남성,60대,7153
20200512,미용,여성,20대,36475
20200512,미용,여성,30대,34304
20200512,미용,여성,40대,35045
20200512,미용,여성,50대,31050
20200512,미용,여성,60대,13179
20200512,백화점/상품권/아울렛,남성,20대,13182
20200512,백화점/상품권/아울렛,남성,30대,41580
20200512,백화점/상품권/아울렛,남성,40대,46353
20200512,백화점/상품권/아울렛,남성,50대,31451
20200512,백화점/상품권/아울렛,남성,60대,18166
20200512,백화점/상품권/아울렛,여성,20대,32945
20200512,백화점/상품권/아울렛,여성,30대,77908
20200512,백화점/상품권/아울렛,여성,40대,82224
20200512,백화점/상품권/아울렛,여성,50대,73571
20200512,백화점/상품권/아울렛,여성,60대,39658
20200512,스포츠/문화/레저,남성,20대,61388
20200512,스포츠/문화/레저,남성,30대,55268
20200512,스포츠/문화/레저,남성,40대,65491
20200512,스포츠/문화/레저,남성,50대,58752
20200512,스포츠/문화/레저,남성,60대,30516
20200512,스포츠/문화/레저,여성,20대,28782
20200512,스포츠/문화/레저,여성,30대,28376
20200512,스포츠/문화/레저,여성,40대,43936
20200512,스포츠/문화/레저,여성,50대,49612
20200512,스포츠/문화/레저,여성,60대,22036
20200512,여행/교통,남성,20대,14445
20200512,여행/교통,남성,30대,35268
20200512,여행/교통,남성,40대,47015
20200512,여행/교통,남성,50대,41772
20200512,여행/교통,남성,60대,19775
20200512,여행/교통,여성,20대,14665
20200512,여행/교통,여성,30대,20999
20200512,여행/교통,여성,40대,23602
20200512,여행/교통,여성,50대,23265
20200512,여행/교통,여성,60대,10116
20200512,요식/유흥,남성,20대,385528
20200512,요식/유흥,남성,30대,773920
20200512,요식/유흥,남성,40대,883558
20200512,요식/유흥,남성,50대,634726
20200512,요식/유흥,남성,60대,278480
20200512,요식/유흥,여성,20대,443193
20200512,요식/유흥,여성,30대,656599
20200512,요식/유흥,여성,40대,710921
20200512,요식/유흥,여성,50대,525675
20200512,요식/유흥,여성,60대,205450
20200512,의료,남성,20대,53170
20200512,의료,남성,30대,178495
20200512,의료,남성,40대,271475
20200512,의료,남성,50대,241635
20200512,의료,남성,60대,216023
20200512,의료,여성,20대,103306
20200512,의료,여성,30대,225387
20200512,의료,여성,40대,250301
20200512,의료,여성,50대,258562
20200512,의료,여성,60대,188730
20200512,자동차,남성,20대,12257
20200512,자동차,남성,30대,37536
20200512,자동차,남성,40대,48834
20200512,자동차,남성,50대,41803
20200512,자동차,남성,60대,24468
20200512,자동차,여성,20대,7051
20200512,자동차,여성,30대,17801
20200512,자동차,여성,40대,23423
20200512,자동차,여성,50대,22963
20200512,자동차,여성,60대,10288
20200512,주유,남성,20대,36797
20200512,주유,남성,30대,118782
20200512,주유,남성,40대,188242
20200512,주유,남성,50대,184711
20200512,주유,남성,60대,111879
20200512,주유,여성,20대,18624
20200512,주유,여성,30대,50085
20200512,주유,여성,40대,73255
20200512,주유,여성,50대,76859
20200512,주유,여성,60대,36460
20200512,패션/잡화,남성,20대,7914
20200512,패션/잡화,남성,30대,14304
20200512,패션/잡화,남성,40대,19073
20200512,패션/잡화,남성,50대,16559
20200512,패션/잡화,남성,60대,11051
20200512,패션/잡화,여성,20대,18844
20200512,패션/잡화,여성,30대,25353
20200512,패션/잡화,여성,40대,30423
20200512,패션/잡화,여성,50대,34389
20200512,패션/잡화,여성,60대,22668
20200512,편의점,남성,20대,369132
20200512,편의점,남성,30대,609115
20200512,편의점,남성,40대,559827
20200512,편의점,남성,50대,294173
20200512,편의점,남성,60대,86616
20200512,편의점,여성,20대,233915
20200512,편의점,여성,30대,265443
20200512,편의점,여성,40대,241017
20200512,편의점,여성,50대,162261
20200512,편의점,여성,60대,53658
20200512,할인점/마트,남성,20대,126413
20200512,할인점/마트,남성,30대,379358
20200512,할인점/마트,남성,40대,575477
20200512,할인점/마트,남성,50대,436461
20200512,할인점/마트,남성,60대,270830
20200512,할인점/마트,여성,20대,148715
20200512,할인점/마트,여성,30대,410751
20200512,할인점/마트,여성,40대,585270
20200512,할인점/마트,여성,50대,542480
20200512,할인점/마트,여성,60대,326109
20200513,가전/가구,남성,20대,10130
20200513,가전/가구,남성,30대,28929
20200513,가전/가구,남성,40대,43144
20200513,가전/가구,남성,50대,44956
20200513,가전/가구,남성,60대,28372
20200513,가전/가구,여성,20대,10734
20200513,가전/가구,여성,30대,22623
20200513,가전/가구,여성,40대,32326
20200513,가전/가구,여성,50대,37593
20200513,가전/가구,여성,60대,21667
20200513,가정생활/서비스,남성,20대,480
20200513,가정생활/서비스,남성,30대,2544
20200513,가정생활/서비스,남성,40대,2935
20200513,가정생활/서비스,남성,50대,1462
20200513,가정생활/서비스,남성,60대,1324
20200513,가정생활/서비스,여성,20대,920
20200513,가정생활/서비스,여성,30대,13447
20200513,가정생활/서비스,여성,40대,5993
20200513,가정생활/서비스,여성,50대,1448
20200513,가정생활/서비스,여성,60대,884
20200513,교육/학원,남성,20대,6994
20200513,교육/학원,남성,30대,20988
20200513,교육/학원,남성,40대,50521
20200513,교육/학원,남성,50대,22866
20200513,교육/학원,남성,60대,6369
20200513,교육/학원,여성,20대,11834
20200513,교육/학원,여성,30대,28681
20200513,교육/학원,여성,40대,51801
20200513,교육/학원,여성,50대,19952
20200513,교육/학원,여성,60대,4807
20200513,미용,남성,20대,20164
20200513,미용,남성,30대,34360
20200513,미용,남성,40대,37293
20200513,미용,남성,50대,28181
20200513,미용,남성,60대,8986
20200513,미용,여성,20대,41839
20200513,미용,여성,30대,41619
20200513,미용,여성,40대,41717
20200513,미용,여성,50대,35901
20200513,미용,여성,60대,15081
20200513,백화점/상품권/아울렛,남성,20대,13509
20200513,백화점/상품권/아울렛,남성,30대,50305
20200513,백화점/상품권/아울렛,남성,40대,56533
20200513,백화점/상품권/아울렛,남성,50대,37070
20200513,백화점/상품권/아울렛,남성,60대,21105
20200513,백화점/상품권/아울렛,여성,20대,36143
20200513,백화점/상품권/아울렛,여성,30대,91467
20200513,백화점/상품권/아울렛,여성,40대,99027
20200513,백화점/상품권/아울렛,여성,50대,84566
20200513,백화점/상품권/아울렛,여성,60대,47410
20200513,스포츠/문화/레저,남성,20대,62155
20200513,스포츠/문화/레저,남성,30대,63142
20200513,스포츠/문화/레저,남성,40대,74753
20200513,스포츠/문화/레저,남성,50대,64761
20200513,스포츠/문화/레저,남성,60대,32452
20200513,스포츠/문화/레저,여성,20대,29087
20200513,스포츠/문화/레저,여성,30대,30801
20200513,스포츠/문화/레저,여성,40대,44746
20200513,스포츠/문화/레저,여성,50대,50673
20200513,스포츠/문화/레저,여성,60대,21078
20200513,여행/교통,남성,20대,15793
20200513,여행/교통,남성,30대,36904
20200513,여행/교통,남성,40대,49728
20200513,여행/교통,남성,50대,41159
20200513,여행/교통,남성,60대,20188
20200513,여행/교통,여성,20대,15302
20200513,여행/교통,여성,30대,21134
20200513,여행/교통,여성,40대,23095
20200513,여행/교통,여성,50대,23432
20200513,여행/교통,여성,60대,9895
20200513,요식/유흥,남성,20대,409002
20200513,요식/유흥,남성,30대,869025
20200513,요식/유흥,남성,40대,1007579
20200513,요식/유흥,남성,50대,701865
20200513,요식/유흥,남성,60대,295996
20200513,요식/유흥,여성,20대,474699
20200513,요식/유흥,여성,30대,709301
20200513,요식/유흥,여성,40대,766639
20200513,요식/유흥,여성,50대,547923
20200513,요식/유흥,여성,60대,207592
20200513,의료,남성,20대,50384
20200513,의료,남성,30대,181670
20200513,의료,남성,40대,272441
20200513,의료,남성,50대,241232
20200513,의료,남성,60대,206831
20200513,의료,여성,20대,98664
20200513,의료,여성,30대,222076
20200513,의료,여성,40대,241112
20200513,의료,여성,50대,244241
20200513,의료,여성,60대,178897
20200513,자동차,남성,20대,13227
20200513,자동차,남성,30대,39640
20200513,자동차,남성,40대,51959
20200513,자동차,남성,50대,41877
20200513,자동차,남성,60대,24232
20200513,자동차,여성,20대,7141
20200513,자동차,여성,30대,18788
20200513,자동차,여성,40대,24818
20200513,자동차,여성,50대,23027
20200513,자동차,여성,60대,10177
20200513,주유,남성,20대,39972
20200513,주유,남성,30대,127603
20200513,주유,남성,40대,199847
20200513,주유,남성,50대,194059
20200513,주유,남성,60대,115328
20200513,주유,여성,20대,19696
20200513,주유,여성,30대,53120
20200513,주유,여성,40대,77197
20200513,주유,여성,50대,78982
20200513,주유,여성,60대,36478
20200513,패션/잡화,남성,20대,9662
20200513,패션/잡화,남성,30대,19696
20200513,패션/잡화,남성,40대,24644
20200513,패션/잡화,남성,50대,22190
20200513,패션/잡화,남성,60대,14335
20200513,패션/잡화,여성,20대,22527
20200513,패션/잡화,여성,30대,30993
20200513,패션/잡화,여성,40대,37740
20200513,패션/잡화,여성,50대,40334
20200513,패션/잡화,여성,60대,26424
20200513,편의점,남성,20대,383334
20200513,편의점,남성,30대,646791
20200513,편의점,남성,40대,605362
20200513,편의점,남성,50대,313953
20200513,편의점,남성,60대,91425
20200513,편의점,여성,20대,243943
20200513,편의점,여성,30대,281275
20200513,편의점,여성,40대,251512
20200513,편의점,여성,50대,168772
20200513,편의점,여성,60대,54659
20200513,할인점/마트,남성,20대,129194
20200513,할인점/마트,남성,30대,405968
20200513,할인점/마트,남성,40대,619187
20200513,할인점/마트,남성,50대,468811
20200513,할인점/마트,남성,60대,286264
20200513,할인점/마트,여성,20대,149888
20200513,할인점/마트,여성,30대,407987
20200513,할인점/마트,여성,40대,570225
20200513,할인점/마트,여성,50대,528383
20200513,할인점/마트,여성,60대,321481
20200514,가전/가구,남성,20대,21614
20200514,가전/가구,남성,30대,48889
20200514,가전/가구,남성,40대,50688
20200514,가전/가구,남성,50대,49423
20200514,가전/가구,남성,60대,29732
20200514,가전/가구,여성,20대,14451
20200514,가전/가구,여성,30대,28929
20200514,가전/가구,여성,40대,36172
20200514,가전/가구,여성,50대,39716
20200514,가전/가구,여성,60대,21925
20200514,가정생활/서비스,남성,20대,412
20200514,가정생활/서비스,남성,30대,1253
20200514,가정생활/서비스,남성,40대,2058
20200514,가정생활/서비스,남성,50대,1611
20200514,가정생활/서비스,남성,60대,1160
20200514,가정생활/서비스,여성,20대,593
20200514,가정생활/서비스,여성,30대,3407
20200514,가정생활/서비스,여성,40대,2123
20200514,가정생활/서비스,여성,50대,1448
20200514,가정생활/서비스,여성,60대,823
20200514,교육/학원,남성,20대,6616
20200514,교육/학원,남성,30대,22595
20200514,교육/학원,남성,40대,54422
20200514,교육/학원,남성,50대,23733
20200514,교육/학원,남성,60대,6090
20200514,교육/학원,여성,20대,12048
20200514,교육/학원,여성,30대,30440
20200514,교육/학원,여성,40대,50876
20200514,교육/학원,여성,50대,18491
20200514,교육/학원,여성,60대,5334
20200514,미용,남성,20대,19673
20200514,미용,남성,30대,37429
20200514,미용,남성,40대,41790
20200514,미용,남성,50대,30392
20200514,미용,남성,60대,10504
20200514,미용,여성,20대,44620
20200514,미용,여성,30대,44964
20200514,미용,여성,40대,43339
20200514,미용,여성,50대,37645
20200514,미용,여성,60대,16628
20200514,백화점/상품권/아울렛,남성,20대,14795
20200514,백화점/상품권/아울렛,남성,30대,54169
20200514,백화점/상품권/아울렛,남성,40대,57219
20200514,백화점/상품권/아울렛,남성,50대,35410
20200514,백화점/상품권/아울렛,남성,60대,18907
20200514,백화점/상품권/아울렛,여성,20대,36870
20200514,백화점/상품권/아울렛,여성,30대,97434
20200514,백화점/상품권/아울렛,여성,40대,96630
20200514,백화점/상품권/아울렛,여성,50대,78635
20200514,백화점/상품권/아울렛,여성,60대,43052
20200514,스포츠/문화/레저,남성,20대,65415
20200514,스포츠/문화/레저,남성,30대,64535
20200514,스포츠/문화/레저,남성,40대,78218
20200514,스포츠/문화/레저,남성,50대,67759
20200514,스포츠/문화/레저,남성,60대,33727
20200514,스포츠/문화/레저,여성,20대,30226
20200514,스포츠/문화/레저,여성,30대,30497
20200514,스포츠/문화/레저,여성,40대,46804
20200514,스포츠/문화/레저,여성,50대,50937
20200514,스포츠/문화/레저,여성,60대,21876
20200514,여행/교통,남성,20대,16402
20200514,여행/교통,남성,30대,40074
20200514,여행/교통,남성,40대,51625
20200514,여행/교통,남성,50대,46040
20200514,여행/교통,남성,60대,20024
20200514,여행/교통,여성,20대,16216
20200514,여행/교통,여성,30대,21411
20200514,여행/교통,여성,40대,25051
20200514,여행/교통,여성,50대,24365
20200514,여행/교통,여성,60대,10024
20200514,요식/유흥,남성,20대,418179
20200514,요식/유흥,남성,30대,919713
20200514,요식/유흥,남성,40대,1074167
20200514,요식/유흥,남성,50대,744045
20200514,요식/유흥,남성,60대,309942
20200514,요식/유흥,여성,20대,481473
20200514,요식/유흥,여성,30대,722443
20200514,요식/유흥,여성,40대,776263
20200514,요식/유흥,여성,50대,553070
20200514,요식/유흥,여성,60대,207966
20200514,의료,남성,20대,48760
20200514,의료,남성,30대,190091
20200514,의료,남성,40대,283272
20200514,의료,남성,50대,244850
20200514,의료,남성,60대,210577
20200514,의료,여성,20대,98297
20200514,의료,여성,30대,221100
20200514,의료,여성,40대,237964
20200514,의료,여성,50대,238643
20200514,의료,여성,60대,177688
20200514,자동차,남성,20대,13402
20200514,자동차,남성,30대,39453
20200514,자동차,남성,40대,51058
20200514,자동차,남성,50대,41376
20200514,자동차,남성,60대,23254
20200514,자동차,여성,20대,6927
20200514,자동차,여성,30대,18551
20200514,자동차,여성,40대,24037
20200514,자동차,여성,50대,21940
20200514,자동차,여성,60대,9729
20200514,주유,남성,20대,40424
20200514,주유,남성,30대,129149
20200514,주유,남성,40대,201350
20200514,주유,남성,50대,194170
20200514,주유,남성,60대,115291
20200514,주유,여성,20대,19160
20200514,주유,여성,30대,51670
20200514,주유,여성,40대,74525
20200514,주유,여성,50대,78441
20200514,주유,여성,60대,35582
20200514,패션/잡화,남성,20대,9685
20200514,패션/잡화,남성,30대,22742
20200514,패션/잡화,남성,40대,28371
20200514,패션/잡화,남성,50대,24699
20200514,패션/잡화,남성,60대,15100
20200514,패션/잡화,여성,20대,24541
20200514,패션/잡화,여성,30대,31715
20200514,패션/잡화,여성,40대,36291
20200514,패션/잡화,여성,50대,39350
20200514,패션/잡화,여성,60대,24583
20200514,편의점,남성,20대,400130
20200514,편의점,남성,30대,685003
20200514,편의점,남성,40대,639303
20200514,편의점,남성,50대,333206
20200514,편의점,남성,60대,96106
20200514,편의점,여성,20대,255122
20200514,편의점,여성,30대,290920
20200514,편의점,여성,40대,261887
20200514,편의점,여성,50대,175405
20200514,편의점,여성,60대,56727
20200514,할인점/마트,남성,20대,136645
20200514,할인점/마트,남성,30대,457226
20200514,할인점/마트,남성,40대,702301
20200514,할인점/마트,남성,50대,528665
20200514,할인점/마트,남성,60대,323803
20200514,할인점/마트,여성,20대,159098
20200514,할인점/마트,여성,30대,432725
20200514,할인점/마트,여성,40대,611304
20200514,할인점/마트,여성,50대,562019
20200514,할인점/마트,여성,60대,341393
20200515,가전/가구,남성,20대,13548
20200515,가전/가구,남성,30대,41901
20200515,가전/가구,남성,40대,53772
20200515,가전/가구,남성,50대,47892
20200515,가전/가구,남성,60대,27176
20200515,가전/가구,여성,20대,14033
20200515,가전/가구,여성,30대,33616
20200515,가전/가구,여성,40대,40888
20200515,가전/가구,여성,50대,38455
20200515,가전/가구,여성,60대,19439
20200515,가정생활/서비스,남성,20대,316
20200515,가정생활/서비스,남성,30대,1145
20200515,가정생활/서비스,남성,40대,1539
20200515,가정생활/서비스,남성,50대,1010
20200515,가정생활/서비스,남성,60대,632
20200515,가정생활/서비스,여성,20대,361
20200515,가정생활/서비스,여성,30대,2634
20200515,가정생활/서비스,여성,40대,1605
20200515,가정생활/서비스,여성,50대,901
20200515,가정생활/서비스,여성,60대,682
20200515,교육/학원,남성,20대,6081
20200515,교육/학원,남성,30대,24146
20200515,교육/학원,남성,40대,55627
20200515,교육/학원,남성,50대,22952
20200515,교육/학원,남성,60대,5750
20200515,교육/학원,여성,20대,10621
20200515,교육/학원,여성,30대,29493
20200515,교육/학원,여성,40대,46506
20200515,교육/학원,여성,50대,17565
20200515,교육/학원,여성,60대,4064
20200515,미용,남성,20대,21337
20200515,미용,남성,30대,38404
20200515,미용,남성,40대,42112
20200515,미용,남성,50대,31309
20200515,미용,남성,60대,10389
20200515,미용,여성,20대,41191
20200515,미용,여성,30대,37829
20200515,미용,여성,40대,37716
20200515,미용,여성,50대,33199
20200515,미용,여성,60대,13878
20200515,백화점/상품권/아울렛,남성,20대,17051
20200515,백화점/상품권/아울렛,남성,30대,58449
20200515,백화점/상품권/아울렛,남성,40대,61841
20200515,백화점/상품권/아울렛,남성,50대,38879
20200515,백화점/상품권/아울렛,남성,60대,20510
20200515,백화점/상품권/아울렛,여성,20대,42070
20200515,백화점/상품권/아울렛,여성,30대,92054
20200515,백화점/상품권/아울렛,여성,40대,96743
20200515,백화점/상품권/아울렛,여성,50대,82057
20200515,백화점/상품권/아울렛,여성,60대,40713
